video_key,video_id,program,year,lang,genre,channel,ats,rating,reach,male_faces,female_faces,young_faces,adult_faces,middle_aged_faces,old_faces,light_faces,medium_faces,dark_faces,faces
578,gVoDL4QE_ZU,VIGHNAHARTA GANESH,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,6629,6197,629,10589,1608,0,11813,341,672,12826
579,McRSGIHIVwE,VIGHNAHARTA GANESH,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,6264,5670,149,9834,1951,0,10853,1051,30,11934
580,1KPQNE_cbdk,VIGHNAHARTA GANESH,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,8880,1697,37,8551,1989,0,9118,1439,20,10577
581,JafGvYovJYw,VIGHNAHARTA GANESH,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,8355,4166,20,10323,2178,0,10976,1229,316,12521
582,w1vFCXBkiNI,VIGHNAHARTA GANESH,2022,HINDI,MYTHOLOGICAL/COSTUME DRAMAS,Shemaroo TV,39.494470774091624,0.66,1.66,5357,4230,628,7871,1088,0,6441,2915,231,9587
583,pBiLlzRQK4I,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,1535,4131,229,3294,2058,85,5058,579,29,5666
584,-lU6wHnVrro,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,1191,3564,58,3818,879,0,4503,241,11,4755
585,dWlW609PvTY,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,448,4395,100,2639,1973,131,3857,744,242,4843
586,4xFD3114joQ,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,727,3924,144,2941,1519,47,4200,442,9,4651
587,79YuCjfG5N8,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,1543,3701,96,3535,1613,0,4366,784,94,5244
588,kCxKRSXtkUk,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,868,4194,89,2685,2280,8,3990,834,238,5062
589,f2pSGxmh0Jg,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,2217,3338,111,2224,3199,21,4393,1139,23,5555
590,NAJn0ETuBd0,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,1587,5044,149,3846,2634,2,6057,554,20,6631
591,qWmLq0s9KGg,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,89,5384,93,2785,2440,155,2591,2789,93,5473
592,CgIvlUe1THk,MANN SUNDAR,2022,HINDI,DRAMA/SOAP,Dangal,53.062360801781736,0.58,1.09,341,4605,105,2845,1994,2,3504,1426,16,4946
593,KjdFg8rp-BM,MANGALA GOWRI MADUVE,2018,KANNADA,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,10147,9705,626,12321,6877,28,18887,835,130,19852
594,jUXclstmVTo,MANGALA GOWRI MADUVE,2018,KANNADA,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,20914,18576,1720,27670,10040,60,37805,1301,384,39490
595,ar06hPJczbk,MANGALA GOWRI MADUVE,2018,KANNADA,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,7720,6268,664,9268,3899,157,12876,1046,66,13988
596,DcRUfARwQ50,MANGALA GOWRI MADUVE,2018,KANNADA,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,5657,7042,311,10296,1938,154,11969,730,0,12699
597,8EEYoSt9iCo,MANGALA GOWRI MADUVE,2018,KANNADA,DRAMA/SOAP,Colors Kannada,55.520702634880806,4.72,8.51,5937,12362,676,14105,3518,0,16733,1526,40,18299
598,x6hJlKWDUBQ,AGNISAKSHI,2018,KANNADA,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,10226,7039,481,15683,1089,12,13850,3413,2,17265
599,IOtjeDfkvy8,AGNISAKSHI,2018,KANNADA,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,2335,9354,2462,8895,332,0,10705,931,53,11689
600,SdQRzTUTWMA,AGNISAKSHI,2018,KANNADA,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,3772,18744,5926,15847,743,0,21752,228,536,22516
601,iTiX_lnCnwQ,AGNISAKSHI,2018,KANNADA,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,5655,12715,2627,14387,1264,92,17875,483,12,18370
602,_RtWPjdcAGc,AGNISAKSHI,2018,KANNADA,DRAMA/SOAP,Colors Kannada,59.96387718242023,4.51,7.53,5900,10329,2256,13957,16,0,14988,1235,6,16229
603,yTYkkbvENyY,KAMALI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32,25839,19238,1660,29109,12489,1819,40188,2923,1966,45077
604,PrfphKfynMk,KAMALI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32,8249,20267,1969,25086,1461,0,25227,2996,293,28516
605,XeroiOv1Jps,KAMALI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32,7280,13691,1171,17884,1916,0,15912,4763,296,20971
606,cUCKdzMW1jE,KAMALI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,52.797783933518005,4.39,8.32,1475,12912,588,11128,2661,10,12344,2043,0,14387
607,lCjEjGXqa9M,LAKSHMI BARAMMA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,6726,10724,1637,13098,2715,0,15555,1867,28,17450
608,B2GR6VFjFpE,LAKSHMI BARAMMA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,6730,5616,81,9443,2784,38,11370,895,81,12346
609,VNU9Fihep1g,LAKSHMI BARAMMA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,9907,11445,3734,14844,2774,0,18726,2416,210,21352
610,0AQrJYYuvOs,LAKSHMI BARAMMA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,9823,10623,2012,13810,4624,0,18427,1871,148,20446
611,10cRFOtbO0g,LAKSHMI BARAMMA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,52.725045927740354,4.32,8.21,9968,8386,1333,13407,3604,10,16484,1682,188,18354
612,6fUynJg-nA8,RADHA RAMANA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,3572,11458,70,14191,769,0,12953,1724,353,15030
613,W9fj1tvuPrY,RADHA RAMANA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,4586,8400,168,12106,710,2,11964,995,27,12986
614,0qr1D1xFwvM,RADHA RAMANA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,2736,9727,273,11974,216,0,11192,1267,4,12463
615,awiaESir-do,RADHA RAMANA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,4455,8862,451,12133,733,0,11507,1794,16,13317
616,iGX1ElU3la0,RADHA RAMANA,2018,KANNADA,DRAMA/SOAP,Colors Kannada,53.275109170305676,3.41,6.39,5352,12341,484,16980,229,0,15307,2111,275,17693
617,pTNiz1oe_Nc,PAARU,2018,KANNADA,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,10345,9411,2236,12843,4637,40,17679,1921,156,19756
618,ESVNq2m2qE4,PAARU,2018,KANNADA,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,6806,9179,1880,10723,3372,10,15719,196,70,15985
619,N7EylvcApcQ,PAARU,2018,KANNADA,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,7292,10718,828,14206,2592,384,17303,697,10,18010
620,YBhYbmcTfoc,PAARU,2018,KANNADA,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,5794,14447,2064,15634,2409,134,19890,267,84,20241
621,pVRuoo2_SX8,PAARU,2018,KANNADA,DRAMA/SOAP,Zee Kannada,51.49171270718232,3.36,6.52,5298,7284,380,11493,589,120,12248,116,218,12582
622,LR0U55ngsnI,JEEVANADI,2018,KANNADA,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,4492,10432,551,12536,1835,2,12739,2165,20,14924
623,HVyG5yDMmp0,JEEVANADI,2018,KANNADA,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,5336,8645,1243,8900,3597,241,12885,1090,6,13981
624,K_iI7U5ie4s,JEEVANADI,2018,KANNADA,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,8267,4735,1464,7781,3739,18,12637,362,3,13002
625,r16FjgV-IiU,JEEVANADI,2018,KANNADA,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,6413,10408,583,12142,4063,33,16129,677,15,16821
626,ks2FVlpVzbg,JEEVANADI,2018,KANNADA,DRAMA/SOAP,Udaya TV,36.25209146681539,3.35,9.24,8152,8269,882,9363,6022,154,15555,813,53,16421
627,FXuel7aEXbA,SHANI,2018,KANNADA,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,5224,5257,742,7460,2273,6,9972,497,12,10481
628,ouWh9ojfc1E,SHANI,2018,KANNADA,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,4881,6379,618,8451,2191,0,10723,504,33,11260
629,QsYWBrZkN-Q,SHANI,2018,KANNADA,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,3749,7299,634,8929,1477,8,10709,194,145,11048
630,_jAxgNor688,SHANI,2018,KANNADA,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,4559,5096,1257,6441,1957,0,9077,575,3,9655
631,0SXlRQoh5rU,SHANI,2018,KANNADA,MYTHOLOGICAL/COSTUME DRAMAS,Colors Kannada,42.82253179890975,2.9,6.78,3741,4437,428,6469,1246,35,7546,600,32,8178
632,GN0O0RJ4QK8,KULAVADHU,2018,KANNADA,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,1026,1040,51,1824,140,51,2012,54,0,2066
633,0TduQfJgGVE,KULAVADHU,2018,KANNADA,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,3438,170,120,2498,990,0,3510,10,88,3608
634,kLSCb9NjcyM,KULAVADHU,2018,KANNADA,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,647,1254,42,1445,243,171,1847,54,0,1901
635,UaWe5eAVRog,KULAVADHU,2018,KANNADA,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,1986,1138,50,2498,442,134,2954,170,0,3124
636,cvJd7GFkVKI,KULAVADHU,2018,KANNADA,DRAMA/SOAP,Colors Kannada,46.045918367346935,2.84,6.17,1332,1349,104,2327,190,60,2591,90,0,2681
637,iVjkdBBuV6U,YAARE NEE MOHINI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,20502,17930,5535,27853,5044,0,33619,4591,222,38432
638,gTEF4CjQp3M,YAARE NEE MOHINI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,14752,15738,2832,21870,5788,0,26476,3823,191,30490
639,nLn69B_3p4E,YAARE NEE MOHINI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,10646,11758,800,18104,3427,73,17647,4694,63,22404
640,HwbhnTOR758,YAARE NEE MOHINI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,14541,16429,869,24612,5469,20,27028,3848,94,30970
641,y3XjiKWiD4w,YAARE NEE MOHINI,2018,KANNADA,DRAMA/SOAP,Zee Kannada,45.06578947368421,2.75,6.12,14626,16806,455,23519,7458,0,26731,4006,695,31432
642,zIvruOuZBQM,JOTHE JOTHEYALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63,11963,14418,793,18154,7404,30,24465,1775,141,26381
643,ZJyY6_CV1iM,JOTHE JOTHEYALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63,6609,10132,197,11305,5239,0,13059,3050,632,16741
644,OgDUBkxy0iE,JOTHE JOTHEYALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63,8156,9915,370,11930,5771,0,16665,1097,309,18071
645,bUhgh3Ja3jY,JOTHE JOTHEYALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,53.71604305484367,4.64,8.63,6474,5638,102,7650,4360,0,10815,1174,123,12112
646,LIlcPKwOKPU,GATTIMELA,2019,KANNADA,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,9857,10040,877,16543,1399,1078,15565,3988,344,19897
647,XGphB5n2K_E,GATTIMELA,2019,KANNADA,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,13885,12410,2250,18850,3563,1632,23403,2355,537,26295
648,dFXeVSR-DBA,GATTIMELA,2019,KANNADA,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,8520,8576,804,13020,2594,678,15611,1396,89,17096
649,ty3_7GgROIo,GATTIMELA,2019,KANNADA,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,7389,9324,753,13976,1338,646,14500,2153,60,16713
650,n1mxt6D_bl8,GATTIMELA,2019,KANNADA,DRAMA/SOAP,Zee Kannada,47.28317659352142,4.05,8.56,3988,12166,557,12758,2302,537,14486,1618,50,16154
651,J-u-Tea-Gpo,NAAGINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,9741,16921,3104,19523,3582,453,25175,1346,141,26662
652,J4oE_6_4_qs,NAAGINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,6957,8349,163,12117,2544,482,12146,3058,102,15306
653,2GD8L5U-gFM,NAAGINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,3655,7113,833,7715,2220,0,9013,1735,20,10768
654,H472YZC3Kng,NAAGINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,6714,4897,1224,8265,2122,0,8932,2637,42,11611
655,myQ2ZoSYDBg,NAAGINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.2146829810901,3.98,9.22,10248,7020,288,11507,5473,0,13830,3356,82,17268
656,BN52WfgQS_E,MAHADEVI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,9356,10744,70,15495,4535,0,16108,3391,601,20100
657,f-Fzy6fIf7U,MAHADEVI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,5223,1844,32,6088,947,0,4181,2660,226,7067
658,_owjN8ajdH8,MAHADEVI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,4876,7199,906,9749,1420,0,6734,5248,93,12075
659,gsfvCcNVrNI,MAHADEVI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,33.01728945900725,3.78,11.43,8832,8308,81,12291,4768,0,12938,3981,221,17140
660,yIjWh6V-TKY,PAARU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,7507,7009,1899,11378,1147,92,12082,2187,247,14516
661,0I8-sUJ0sHI,PAARU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,6968,8724,512,10581,4387,212,12370,3219,103,15692
662,rVdz5mkn_Sc,PAARU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,7354,8556,899,11867,1871,1273,12874,2884,152,15910
663,ryGsPaqz9Io,PAARU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,10979,9734,1788,14355,3742,828,16734,3938,41,20713
664,y6kPBWeSduM,PAARU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,51.17038649972782,3.74,7.31,14006,7448,1021,15355,5047,31,18192,3171,91,21454
665,iHE6GH8aLmQ,MANGALA GOWRI MADUVE,2019,KANNADA,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,7216,5169,157,8218,3980,30,11526,813,46,12385
666,m_cpRmuJYGY,MANGALA GOWRI MADUVE,2019,KANNADA,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,17367,5549,509,12587,9351,469,21453,1234,229,22916
667,_cM6EjCQaRQ,MANGALA GOWRI MADUVE,2019,KANNADA,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,7199,5805,390,8571,4022,21,12308,669,27,13004
668,mHI8o4yiBBc,MANGALA GOWRI MADUVE,2019,KANNADA,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,5326,5037,541,6165,3578,79,9893,442,28,10363
669,pkV5R-NZots,MANGALA GOWRI MADUVE,2019,KANNADA,DRAMA/SOAP,Colors Kannada,53.0729833546735,3.44,6.47,6253,2795,216,5562,3100,170,8163,818,67,9048
670,ZJfx_yaEDKo,JEEVANADI,2019,KANNADA,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,4709,8245,848,7930,4039,137,7824,4824,306,12954
671,ReDIV7Z5vgA,JEEVANADI,2019,KANNADA,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,5154,8400,556,8150,4131,717,10719,2256,579,13554
672,2b6IeSbsbNc,JEEVANADI,2019,KANNADA,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,6540,4473,82,4827,6101,3,9342,1603,68,11013
673,X-Hyb8gVKTc,JEEVANADI,2019,KANNADA,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,4527,8300,785,6369,5613,60,11799,698,330,12827
674,oui9NuzZic0,JEEVANADI,2019,KANNADA,DRAMA/SOAP,Udaya TV,38.45730027548209,3.29,8.54,4121,9129,1039,8116,4083,12,12425,795,30,13250
675,TaoOz4LBaDY,KAMALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,48.32793959007551,3.2,6.62,4722,9428,439,10654,3047,10,11957,2173,20,14150
676,TaoOz4LBaDY,KAMALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,48.32793959007551,3.2,6.62,4722,9428,439,10654,3047,10,11957,2173,20,14150
677,k0bBxuIufE8,KAMALI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,48.32793959007551,3.2,6.62,4357,11661,1105,12141,2450,322,11927,4050,41,16018
678,gSlqaejE-wE,YAARE NEE MOHINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,3382,8439,541,10651,629,0,8682,2804,335,11821
679,sr0XY29QvqY,YAARE NEE MOHINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,2411,8057,789,8806,873,0,8652,1816,0,10468
680,YZ4lXiDzpfI,YAARE NEE MOHINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,4037,7177,244,10890,80,0,7581,3550,83,11214
681,W9qQcL4foMM,YAARE NEE MOHINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,6482,24040,5707,20472,2884,1459,28448,1738,336,30522
682,C7SizjcHQO0,YAARE NEE MOHINI,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.52009054895303,3.03,6.96,6626,3796,618,7422,2248,134,7286,2661,475,10422
683,MEGEWlywZTY,BRAHMAGANTU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,10974,7460,92,15717,2625,0,15531,2861,42,18434
684,bFFbL4cMwZ4,BRAHMAGANTU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,9695,9370,120,15861,3033,51,16699,2356,10,19065
685,_eOOr3qy04U,BRAHMAGANTU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,7260,8923,80,14048,2045,10,13065,3095,23,16183
686,hKPRt13pY4s,BRAHMAGANTU,2019,KANNADA,DRAMA/SOAP,Zee Kannada,43.59255202628697,2.93,6.74,4814,3794,20,5873,2684,31,5320,3227,61,8608
687,xsPQcL54CGk,NAAGINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,7711,9933,550,14358,2431,305,15203,2338,103,17644
688,On3d_t-uhnU,NAAGINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,4145,9170,175,10713,2427,0,11341,1943,31,13315
689,2M5sTxfvrcg,NAAGINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,4682,6624,21,7135,4150,0,9029,2225,52,11306
690,3GMOeR-TJdM,NAAGINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,8908,7864,2074,9494,4857,347,13940,2780,52,16772
691,bjp5wWwL51E,NAAGINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,43.82816748232735,4.67,10.67,2126,12875,862,13573,566,0,14293,483,225,15001
692,U8n81Nx_L7w,GATTIMELA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,8586,9654,1022,11457,5761,0,15086,3104,50,18240
693,xV2FPFL3rkg,GATTIMELA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,10618,7362,548,14336,2859,237,13988,3808,184,17980
694,iCmFPY8ztY8,GATTIMELA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,14582,10957,1227,22401,1911,0,23485,1970,84,25539
695,NZ_YDAX1CrY,GATTIMELA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,11795,6405,114,12675,4969,442,15854,2346,0,18200
696,0BPaekFOu1A,GATTIMELA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,55.55555555555556,4.46,8.03,7582,9156,414,12017,3976,331,13890,2791,57,16738
697,c1LdnAX0UmU,SATHYA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,14386,7355,2977,13962,4394,408,17476,2988,1277,21741
698,80wqjHaqzek,SATHYA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,15398,5600,1258,18752,988,0,18994,1542,462,20998
699,upXt2rrM-1Q,SATHYA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,12081,10755,1198,17435,4203,0,21369,1235,232,22836
700,bPz77nYwDa8,SATHYA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,7955,16802,745,18026,5955,31,24308,449,0,24757
701,HbXm-8wEejk,SATHYA,2020,KANNADA,DRAMA/SOAP,Zee Kannada,53.60158966716344,4.23,7.89,6267,10301,390,13912,2266,0,15857,607,104,16568
702,AZKl9gF8-8U,JOTHE JOTHEYALI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,5915,9067,192,10506,4284,0,13273,1658,51,14982
703,HtM1wqE9Ahg,JOTHE JOTHEYALI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,9468,5800,321,7604,7343,0,13726,1288,254,15268
704,RO8c3fXN_pc,JOTHE JOTHEYALI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,5345,8989,218,8532,5408,176,11886,2396,52,14334
705,fYEsausBLRE,JOTHE JOTHEYALI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,8183,7856,210,9187,6642,0,13365,2452,222,16039
706,RangK-0KpAk,JOTHE JOTHEYALI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.840425531914896,3.84,7.71,11072,4580,183,8460,6926,83,13432,2139,81,15652
707,6gKBFMo-hto,NAAGINI 2,2020,KANNADA,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,6453,6352,183,10840,1782,0,11786,868,151,12805
708,fbaPVMrd9fs,NAAGINI 2,2020,KANNADA,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,7842,5781,234,8473,4916,0,11949,1610,64,13623
709,HCBLVl7lFvg,NAAGINI 2,2020,KANNADA,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,10286,5843,408,12875,2846,0,15427,651,51,16129
710,v4gl78cji40,NAAGINI 2,2020,KANNADA,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,11957,2235,174,10477,3541,0,12506,1605,81,14192
711,4DAYrS2ow1c,NAAGINI 2,2020,KANNADA,DRAMA/SOAP,Zee Kannada,47.13340683572216,3.71,7.88,12660,5310,215,13263,4492,0,17049,909,12,17970
712,IHyk5L1h66U,YAARE NEE MOHINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,4781,13159,132,16927,881,0,15869,1516,555,17940
713,VujI0I95FPI,YAARE NEE MOHINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,2356,15067,82,17147,194,0,16273,896,254,17423
714,kJepY0A7Cc4,YAARE NEE MOHINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,8638,27034,1930,28040,5702,0,33562,1539,571,35672
715,6rGGAB0iIdY,YAARE NEE MOHINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,752,13050,122,11791,1889,0,11151,2600,51,13802
716,2V-TLYa_soY,YAARE NEE MOHINI,2020,KANNADA,DRAMA/SOAP,Zee Kannada,46.02556976097832,3.59,7.8,1020,10908,39,10682,1207,0,9491,2298,139,11928
717,nErt8pOcs4Y,PAARU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,10857,11953,511,13952,8347,0,22198,497,115,22810
718,GWMG1cHlEOM,PAARU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,10234,7619,433,13872,3548,0,16545,1216,92,17853
719,Pvzxoeb11JA,PAARU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,8590,5429,329,11338,2352,0,11857,2121,41,14019
720,Yt0_oF9HLpk,PAARU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,7959,9764,1111,13704,2908,0,16941,761,21,17723
721,wGj14Zk1Qx8,PAARU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,50.74958356468628,3.36,6.62,4338,10178,238,12498,1780,0,13150,1286,80,14516
722,NtNgU5rZkcI,BRAHMAGANTU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44,5160,11208,165,14478,1725,0,10920,5416,32,16368
723,CMWT77WUP3M,BRAHMAGANTU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44,4966,8697,61,10210,3392,0,10069,3573,21,13663
724,FfLLffsg7Vw,BRAHMAGANTU,2020,KANNADA,DRAMA/SOAP,Zee Kannada,49.8065229408513,3.21,6.44,7988,8751,169,12635,3625,310,11964,4499,276,16739
